id,date,sentiment,text,title,url
t11,2017-03-26 21:59:43+00:00,0.121794872,"Nearly all of the land along the Texas border is privately held ""ñ much of it by people whose families have been in the region for generations ""ñ and buying their land won't be easy, as Presidents George W. Bush and Barack Obama discovered. Lawyers for both administrations fought in court with private landowners.
Obama's efforts to buy privately held land in the Rio Grande Valley have carried over into Trump's term.The Trump administration appears to be preparing for the legal fight and included a request for more lawyers to handle such cases in its budget proposal.
Spicer said this past week the administration would ""take the steps necessary""ù to fulfill Trump's promise to secure the southern border.",One Major Obstacle Stands Between Trump and Construction of the Border Wall.,http://americannews.com/one-major-obstacle-stands-trump-construction-border-wall/
t12,2017-03-26 02:20:49+00:00,0.05922619,"True to Donald Trump's campaign promise, the Trump administration wants to build a 30-foot-high border wall that looks appealing from the north side but is challenging to climb or cut through. The information comes from a pair of contract notices posted to a government website detailing the president's promise to build a ""big, beautiful wall""ù at the Mexican border.
The notices were made public late Friday by Customs and Border Protection, the Homeland Security Department responsible for overseeing the project and ultimately patrolling the wall. The proposals are due to the government in the next week.
One of the CBP contract requests calls for a solid concrete wall, while the other asks for proposals for a durable see-through structure. Both require the wall to be sunk at least six feet deep and include 25 to 50-foot automated gates for pedestrians and vehicles. The goal is to make the wall so strong that it would take at least an hour to cut through it with a ""sledgehammer, car jack, pick ax, chisel, battery operated impact tools, battery operated cutting tools, oxy/acetylene torch, or other similar hand-held tools.""ù The government will reportedly award a contract based on 30-foot-wide sample walls which will be constructed in San Diego.
This is the next step in the Trump administration's big plan to improve border security. Recently, Trump has made statements that the wall is ahead of schedule, though the government has not said where the wall will be built.
What do you think? Do you applaud Trump for staying true to his word?",Look What We Just Learned About Donald Trump's Wall... This Is Going To Be Yuuuuuge,http://americannews.com/look-just-learned-donald-trumps-wall-going-yuuuuuge/
t13,2017-03-25 17:14:36+00:00,-0.001893939,"In a shocking turn of events, US President Donald Trump has withdrawn his healthcare bill after it failed to gain enough support to pass through Congress. He and House Speaker Paul Ryan agreed to pull the vote after it became apparent it would not get the Republican support it needed to overcome Democratic disapproval.
This is one of the biggest blows to President Trump yet, given that repealing and replacing Obamacare was one of his major election pledges.
Earlier this Friday, White House press secretary Sean Spicer said that the vote would go ahead at 15:30. In previous statements, Trump had warned Republicans that if they didn't vote for the bill, they would be stuck with Obama's Affordable Care Act.
Multiple reports suggested that between 28 and 35 Republicans were opposed to his draft American Health Care Act. Republicans were not unhappy that the bill would be cut too severely, while others did not feel it was strong enough. According to a recent poll, only %17 percent of the public approved of the bill.
After the withdrawal, Trump blamed Democrats for not supporting the bill and speculated that Obamacare will likely ""explode.""ù He intends to turn his attention to tax reform for now.
""We have to let Obamacare go its own way for a little while,""ù he commented, noting that we can work out a ""great healthcare bill""ù if Democrats were willing to work with Republicans.
This was the first major piece of legislation pushed by the White House and Congress""îa political test for Donald Trump. This was a disaster for Republicans.
""We are going to be living with Obamacare for the foreseeable future,""ù Mr. Ryan told future. ""I will not sugar coat this. This is a disappointing day for us. Doing big things is hard.""ù
Of course, crooked Nancy Pelosi called this ""a victory for the American people.""ù",HAPPENING NOW: Trump Get's Worst News Of His Presidency,http://americannews.com/happening-now-trump-gets-worst-news-presidency/
t14,2017-03-25 13:22:24+00:00,0.160493827,"During the Golden Globe Awards, Hollywood A-lister Meryl Streep delivered a now-infamous speech bashing President Donald Trump. Given that she was speaking to a room of liberal Hollywood elites, she felt no threat of repercussions in the room. But that's about to change.
According to Radar Online, a movie about Hillary Clinton's life in the works and the starring role to play the failed candidate was narrowed down to Streep or Glenn Close. Many assumed Streep, who has more Academy Award nominations than anyone else in history, would be given the role. Instead, Close got the part because producers felt Streep had gotten ""too political.""ù
""Gleen and Meryl's names were both mentioned a lot but after Meryl got so political at the Golden Globes, producers thought it might be better to go with close,""ù a Hollywood source said.
What do you think? Did Streep get what she deserved?","A Month After Meryl Streep's Vicious Attack On Trump, She Get's The Worst News Of Her Career",http://americannews.com/month-meryl-streeps-vicious-attack-trump-gets-worst-news-career/
t15,2017-03-25 13:15:23+00:00,0.001323529,"In the past few months, Arizona Senator John McCain has been on a personal vendetta to destroy President Donald Trump. Now, it looks like his pitiful revenge strategy may be costing him his career.
Since Trump took office, the White House has been plagued with information leaks to the public. Now, Time Pundit is reporting that McCain is high on the list of suspects, noting that he somehow gained access to the content of President Trump's private, classified telephone calls with world leaders.
After reviewing McCain's public statements about Trump and from intelligence personnel, White House officials believe McCain has inside knowledge of the president's phone calls""îincluding one with Russian President Vladimir Putin.
If this is true, McCain is making things worse by sharing this information with his colleagues and possibly the mainstream media.
""He has been given transcripts or actually listened to calls and is sharing what he has heard. There is no doubt. He is one of the major leaks,""ù an administration insider reportedly said.
What do you think? Does McCain need to be removed from office before he causes even more damage?",Trump Catches John McCain In Most Sickening Act Of White House History,http://americannews.com/trump-catches-john-mccain-sickening-act-white-house-history/
t16,2017-03-23 23:54:44+00:00,0.120634921,"It's almost unfathomable how many Republican lawmakers who ran for President against Donald Trump are now letting their jealousy get the best of them. Topping this list is South Carolina Senator Lindsey Graham, who recently attacked future Supreme Court Justice Neil Gorsuch during his confirmation hearing.
""Now, about what's going on in the country with President Trump, whether you like him or you don't, he is the president, but you have said several times that he is not above the law as president. Is that correct?""ù Graham asked.
""Yes, senator,""ù Gorsuch responded.
""You told Senator Leahy if there is a law passed that a Muslim could not serve in the military you believe based on current law that would be an illegal act,""ù Graham continued.
""Yes, senator, I see that having all sorts of constitutional problems under current law,""ù Gorsuch calmly replied.
""So if we have laws on the book that prevent waterboarding, do you agree with me that the Detainee Treatment Act prevents waterboarding?""ù Graham said, in a rather vicious tone.
""Yes, senator, that's my recollection of it,""ù Gorsuch said.
""In case President Trump is watching, which he may very well be, one you did a good job picking Judge Gorsuch,""ù Graham said, before delivering a thinly veiled threat. ""Number two, here is the bad part, if you start waterboarding people you may get impeached. Is that a fair summary?""ù
""Senator, the impeachment power belongs to this body,""ù Gorsuch answered in an impressive act of self-control.
""OK that's even better,""ù Graham said. ""Would it be subject to prosecution?""ù
Watch the exchange below and tell us what you think.",Lindsey Graham Disgusting Threat To Trump... Backstabbing Politics At Its Finest,http://americannews.com/lindsey-graham-disgusting-threat-trump-backstabbing-politics-finest/
t17,2017-03-23 23:49:40+00:00,0.101851852,"House Minority Leader Nancy Pelosi has been on a relentless mission to destroy President Donald Trump. On Sunday, she fired another shot when she took to Twitter to bash him.
""Let's grow up,""ù she tweeted. ""President Trump cannot be allowed to feel as if he can simply say whatever he wants, despite a lack of evidence.""ù
The statement could not be more ridiculous or ironic""îand that didn't get past Twitter users.
""Yes, Ms. Pelosi. Let's grow up and legislate for the good of the country. No obstruct for the good of your party or sp int's,""ù Cole Ector III tweeted in response.
""@NancyPelosi ha ha you do it all the time. What a hypocrite you are,""ù @Kevindandy1 tweeted.
What do you think? Are you tired of Nancy Pelosi?","Nancy Pelosi Shut Trump Up, He Immediately Destroys Her With Brutal Presidential Response",http://americannews.com/nancy-pelosi-shut-trump-immediately-destroys-brutal-presidential-response/
t18,2017-03-23 21:27:35+00:00,-0.007638889,"Under President Barack Obama, states were not permitted to test welfare applicants for drugs unless they were applying for a job that already had mandatory drug testing. While we can all agree that we should help those who are unable to help themselves, facilitating an able-bodied citizen's drug habit is ludicrous. Fortunately, President Donald Trump is putting a change to that.
The Republican-backed Congress is more likely than ever to pass common-sense legislation requiring mandatory drug test than when they were under the control of House Majority Leader Nancy Pelosi.
As Conservative Tribune reports, it is still not immediately clear when Trump intends to sign the bill into law, but the White House can confirm that he is expected to sign it.
Of course, Democrats are pushing back on the matter""îclaiming that this is an attack from Republicans on the poor. But do they really expect us to hand over our hard earned tax dollars to those who only attend to abuse it?",Trump Just Signed A New Law That Requires Welfare Recipients To...,http://americannews.com/trump-just-signed-new-law-requires-welfare-recipients/
t19,2017-03-23 19:19:05+00:00,-0.094886364,"Several public figures have gone the record to say that there is no evidence of wiretapping at Trump Tower. Even some Republican lawmakers, like Congressman Devin Nunes, have publicly chastised Trump for his allegations. And FBI Director James Comey firmly stated there is no evidence that Trump Tower was bugged. So they are going to have a hard time explaining away this evidence.
According to a report from ABC News, the FBI was actively wiretapping Trump Tower in 2013 after obtaining a warrant to run surveillance on organized crime that was working out of Trump Tower's unite 63A.
""Everything was moving in and out of there,""ù former FBI official Rich Frankel, who now works for ABC News, stated. ""He would have people come in and meet with them. He would use the phones. He would also communicate, whether it was through e-mail or other communications through there. His base of operations was in the Trump Tower.""ù
""Mr. Vladim Trincher was on one occasion intercepted speaking with a customer of the gambling operation who owed a debt of $50,000,""ù court documents explain. The FBI got a recording where Trincher ""threatens the customer that Maxim [another mobster] would come and find him, would come and find the money and that he should be careful, lest he be tortured and lest he wind up underground.""ù
What do you think of these new revelations?",BREAKING: Trump Vindicated... New Evidence Proves Wiretapping,http://americannews.com/breaking-trump-vindicated-new-evidence-proofs-wiretapping/
t20,2017-03-23 05:28:39+00:00,0.15,"Last week, Federal District Judge for the District of Maryland Theodore Chuang halted President Donald Trump's temporary travel ban on visitors from six Middle Eastern countries. Now, Chuang's impartiality is being called into question for his controversial decision.
Chuang reportedly served as deputy general counsel at the Department of Homeland Security (DHS) in the Obama administration from 2009 to 2014. Many believe he should have recused himself from the case because the DHS, the State Department, and President Trump are defendants.
Title 28, Part I, Chapter 21, Section 455 (a) ""Disqualification of justice, judge, or magistrate judge""ù of the U.S. Code Annotated states: ""Any justice, judge, or magistrate judge of the United States shall disqualify himself in any proceeding in which his impartiality might reasonably be questioned.""ù
Legal experts are also questioning another ruling made on the same day by Obama appointee, Federal District Judge Derrick Watson of Hawaii.
""Two federal judges, both nominated by President Barack Obama, have issued injunctions against President Donald Trump's revised executive order temporarily restricting travel from six terrorist safe havens in the Middle East and Africa,""ù Hans von Spakovsky, a senior legal fellow at The Heritage Foundation's Edwin Meese III Center for Legal and Judicial Studies, wrote recently.
""These rulings ignore or misinterpret federal immigration law that gives the president the clear authority to act and prior Supreme Court precedents that support the legality of the president's actions,""ù he concluded.",Maryland Judge Who Barred Trump's Travel Ban Just Got The Worst News Of His Life,http://americannews.com/maryland-judge-barred-trumps-travel-ban-just-got-worst-news-life/
t21,2017-03-22 02:45:11+00:00,0.12,"This weekend the Trump family suffered a medical scare when President Trump's 5-year-old son Tristan broke his leg during a skiing trip in Aspen, Colorado.
Daily Mail reports that Donald Trump Jr.'s son fractured his leg on Sunday. The Secret Service accompanied the boy to the emergency room.
Both Donald Jr. and Ivanka Trump were vacationing with their families for the weekend. Ivanka was spotted walking through Aspen with her nieces Chloe and Kai, nephew Spencer, daughter Arabella, and son Joseph.
Tristan was likely already injured at the time the photos were snapped.
It's always heartbreaking when you're children get injured. We send our best wishes to the Trump family.",Donald Trump Makes Tragic Announcement... Please Pray For Him And His Family,http://americannews.com/donald-trump-makes-tragic-announcement-please-pray-family/
t22,2017-03-21 01:45:31+00:00,0.4875,"On Monday, Eric Trump announced that he and his wife Lara are expecting a baby boy. The child, who is due in September, will be the couple's first.
Here is their announcement, in case you missed it:
.@LaraLeaTrump & I are excited to announce that we are adding a boy to #TeamTrump in September. It's been an amazing year. We are blessed! pic.twitter.com/ENrhdxdziA ""î Eric Trump (@EricTrump) March 20, 2017
""We found out on my birthday, which was pretty cool,""ù President Trump's 33-year-old son told People magazine.
Lara Trump, who is also 33, told People that she experienced fatigue and exhaustion early on in her pregnancy, but is now feeling wonderful. She added that her father in law was ""so excited""ù to find out.
""We were worried he'd blurt it out at a press conference,""ù she laughed.
On Monday, Trump retweeted his son's post with the following message: ""Congratulations Eric & Lara. Very proud and happy for the two of you!""ù
Congratulations to the President on his ninth grandchild!",Eric Trump Drops Huge Announcement... This Changes Everything,http://americannews.com/eric-trump-drops-huge-announcement-changes-everything/
t23,2017-03-21 01:40:47+00:00,0.017857143,"FBI Director James Comey is conducting a hearing before Congress, related to claims that Russia interfered in the United States election by working with Donald Trump and members of his campaign team.
Comey, who has made headlines this year for his controversial investigation into Hilary Clinton, has just confirmed that the FBI is investigating Russian interference in last year's election. The FBI director said the investigation could lead to criminal charges, but refused to elaborate any further.
This announcement is shocking for many reasons""înot the least of which is that it shows the FBI's willingness to engage in a political witch hunt. They are choosing to press forward even though no evidence exists that Russia interfered with the election.
Meanwhile, the Democrats have been distracting the American public with continuous claims about Russia. They continue to throw unsubstantiated hurdles Trump's way.",FBI Director Makes Shocking Admission About Trump's Wiretapping,http://americannews.com/fbi-director-makes-shocking-admission-trumps-wiretapping/
t24,2017-03-21 01:32:29+00:00,-0.094642857,"Earlier this month, President Donald Trump sparked controversy when he accused Barack Obama and his administration of wiretapping his phones at Trump Tower. The mainstream media immediately tried to make Trump look crazy for the accusations. Now, it looks like he may have been right.
Infowars reported that law enforcement recently obtained documents pertaining to individual records of U.S. citizens under National Security Agency (NSA) electronic surveillance. The documents, which are from the years 2004 to 2010, reveal that Trump was being monitored by the government during that time.
The information was released by Michael Zullo, who was formerly the commander and chief investigator of Cold Case Posse (CCP). The documents reveal that surveillance was listed for the following companies, locations, and years:
Trump International
1 Central Park, NYC, NY
2008
Trump World Tower
845 United Nations Plaza, NYC, NY
No Date
Trump Tower SAL
108 Central Park, NYC, NY
2007
Trump Palace Co
200 E. 69th Street A, NYC, NY
2008
Trump Entertainment
725 Fifth Ave. FL, NYC, NY
2007
Trump Organization
725 Fifth Ave. BSM, NYC, NY
2009
Trump Palace
725 Fifth Ave., NYC, NY
2004
Mar-a-Lago Club
1100 S. Ocean BL, Palm Beach, FL
2006
Trump International
401 N. Wabash Ave., Chicago, IL
2008
Douglass Limousine
239 Nassau St., Princeton, NJ
2008
Trump International
3505 Summit BLV, West Palm Beach, FL
2004
Flights INC
P.O. Box 196, Hamilton MA
2004
Trump International
1 Central Park, NYC, NY
2008
Trump Hotels
Huron Ave., Atlantic City, NJ
No Date
Trump National
339 Pine Rd, Briarcliff, NY
No Date
Trump Plaza & C
2500 Pacific Ave, Atlantic City, NJ
2008
Trump Palace Co.
200 E. 69th St., NYC, NY
2008
Seven Springs
66 Oregon Rd, Mount Kisco, NY
2006-2008
Looks like Trump is not so crazy after all. What do you think?",BREAKING: NSA Releases Classified Docs That Prove That Trump's Family Is Being Wiretapped,http://americannews.com/breaking-nsa-releases-classified-docs-prove-trumps-family-wiretapped/
t25,2017-03-20 03:53:08+00:00,0.283333333,"The mainstream media is doing everything they can to make it look like Donald Trump is the least successful president of all time""îthey claim he only has his own best interests at heart. But what just happened in Palm Beach, FL tells a very different story.
According to reports from Freedom Daily, Trump was being driven t his Mar-a-Lago estate when he was greeted by hundreds of his supporters. In fact, so many people turned out to see him that Trump ordered his motorcade to stop. He took the time to get out of his car and personally greet the crowd.
Footage from the incident shows Americans shouting, ""we love you""ù and waving American flags as Trump showed his appreciation for them.
What do you think? Do incidents like this reveal Trump's true colors?","Trump Orders That His Motorcycles Stops, Immediately Gets Out And Does The Unthinkable [VIDEO]",http://americannews.com/trump-orders-motorcycles-stops-immediately-gets-unthinkable-video/
t26,2017-03-20 03:48:49+00:00,-0.073611111,"On Thursday morning, McDonald's""îthe second largest fast food chain in the world""îsparked outrage by posting a disturbing tweet in which they called President Donald Trump ""disgusting.""ù
""@realDonaldTrump You are actually a disgusting excuse of a President and we would love to have @BarackObama back, also you have tiny hands,""ù the company tweeted.
Not surprisingly, the comment quickly went viral. Even though the tweet was deleted within the hour, screenshots of it still exist and continue to spread like wildfire.
A short while after deleting the tweet, McDonald's released a statement claiming that their account had been hacked.
""Twitter notified us that our account was compromised,""ù spokeswoman Becca Hary commented. ""We deleted the tweet, secured our account, and are now investigating this.""ù
The fast food chain made no apology to the president. Many Americans aren't buying the 'hack' and suspect the tweet came from a rebellious employee.
What do you think? Does McDonald's owe Trump a major apology?",Major Restaurant Chain Does Something Sickening To Donald Trump... It's Time To Boycott,http://americannews.com/major-restaurant-chain-something-sickening-donald-trump-time-boycott/
t27,2017-03-19 15:40:51+00:00,-0.098484848,"On Wednesday, President Trump's revised travel ban was put on hold by U.S. District Court Judge Derrick Watson in Hawaii, just hours before it was set to take effect.
Watson made his ruling on the grounds that the executive order discriminates on the basis of nationality""îwhich is a serious stretch.
Now, rumors are circulating that Watson may have met with President Obama the day before he requested a temporary restraining order on the new executive order.",Exposed: Look Who The Hawaiian Judge Was Caught Meeting With Before Ruling On Trump's Travel Ban,http://americannews.com/exposed-look-hawaiian-judge-caught-meeting-ruling-trumps-travel-ban/
t28,2017-03-19 14:56:01+00:00,-0.101068376,"Liberal Hollywood may be accepting Snoop Dogg's fake assassination of President Donald Trump with open arms, but many Americans are outraged. This has crossed a line""îand it isn't a joke.
""Can you imagine what the outcry would be if @SnoopDogg, failing career and all, had aimed and fired the gun at President Obama? Jail time!""ù Trump tweeted in response to the video.
Of course, fellow rapper Bow Wow pushed back on Trump, tweeting, ""Ayo @realDonaldTrump shut your punk ass up talking sh*t about my uncle @SnoopDogg before we pimp your life and make her work for us.""ù
Later, on The Five, Greg Gutfeld pondered how the Secret Service should respond to such threats.
""It was an actual threat,""ù he commented.
""Kill them? Kill them,""ù Kimberly Guilfoyle responded. ""I think it would be fantastic if Snoop and wannabe-Snoop got a visit from, like, the federal marshals and let's see how tough and gangster they are then.""ù
Watch the segment below and tell us what you think.",Guilfoyle Lights Snoop Dogg Up With Devastating News For Threatening Trump,http://americannews.com/guilfoyle-lights-snoop-dogg-devastating-news-threatening-trump/
t29,2017-03-19 02:52:09+00:00,0.060085979,"Comedian Tim Allen has had a long and successful television career, but he has come under fire in the liberal entertainment industry in recent years for his conservative point of view. Recently, he spoke out against the Hollywood loons, describing how he has been attacked for supporting Trump.
""You've gotta be real careful around here,""ù Allen commented. ""You get beat up if you don't believe what everybody believes. This is like '30s Germany. I don't know what happened. If you're not part of the group, 'you know what we believe is right,' I go, 'Well I might have a problem with that.'""ù
""This government does stuff big,""ù Allen continued, describing his experience attending Trump's inauguration. ""I've never been to anything like that. Just so many people, and when they show up, you know, the ex-president gets in a helicopter and there's jets and marines taking him this way and there's parades, but it looks like a Cadillac parade. Everything was just rows of Cadillacs. My kids were going, 'Is this the parade?' It's like black Cadillac after black Cadillac and then a tractor.""ù
This is not the first time Allen has spoke out in support of Trump. In a previous interview, he was quoted saying: ""What I find odd in Hollywood is that they didn't like Trump because he was a bully, but if you had any kind of inkling that you were for Trump, you got bullied for doing that. And...it gets a little bit hypocritical to me.""ù",Tim Allen Blacklisted By Hollywood Elite Libs For Standing Behind Trump [VIDEO],http://americannews.com/tim-allen-blacklisted-hollywood-elite-libs-standing-behind-trump-video/
